"","Gene","Target","ex2_GFP_Rep1_Chip21","ex2_GFP_Rep2_Chip21","ex2_GFP_polyIC_Rep1_Chip21","ex2_GFP_polyIC_Rep2_Chip21","ex2_NS5_Rep1_Chip21","ex2_NS5_Rep2_Chip21","ex2_NS5_polyIC_Rep1_Chip21","ex2_NS5_polyIC_Rep2_Chip21","COSMIC_CGC_FLAG","NCBI_NAME","HGNC_SYMBOL_ACC","ENTREZ_GENE_ID","U133PLUS2_PSID","MIM_MORBID_DESCRIPTION"
"IRF2BP2","IRF2BP2","AMPL3323095",389,312,482,455,372,406,469,541,0,"interferon_regulatory_factor_2_binding_protein_2","21729","359948","224569_s_at,224570_s_at,224571_at,224572_s_at","."
"IRF2BPL","IRF2BPL","AMPL34839969",178,212,397,324,351,313,245,222,0,"interferon_regulatory_factor_2_binding_protein-like","14282","64207","223474_at","."
"IRF3","IRF3","AMPL9524114",274,256,330,270,235,318,268,286,0,"interferon_regulatory_factor_3","6118","3661","202621_at","."
"IRF5","IRF5","AMPL2154185",49,34,43,39,52,55,48,44,0,"interferon_regulatory_factor_5","6120","3663","205468_s_at,205469_s_at,239412_at","INFLAMMATORY_BOWEL_DISEASE_14__IBD14,RHEUMATOID_ARTHRITIS__RA,SYSTEMIC_LUPUS_ERYTHEMATOSUS__SUSCEPTIBILITY_TO__10__SLEB10"
"IRF7","IRF7","AMPL11599721",359,314,1279,1190,823,710,781,1362,0,"interferon_regulatory_factor_7","6122","3665","208436_s_at,220074_at","."
"IRF9","IRF9","AMPL28966329",254,303,505,492,399,302,573,569,0,"interferon_regulatory_factor_9","6131","10379","203882_at","."
"IRGQ","IRGQ","AMPL45497",27,21,44,27,19,21,13,11,0,"immunity-related_GTPase_family__Q","24868","126298","1555833_a_at,1569310_at,221877_at,239177_at,242183_at,64488_at","."
"IRS1","IRS1","AMPL27263920",149,167,177,195,203,204,203,275,0,"insulin_receptor_substrate_1","6125","3667","204686_at,242979_at","DIABETES_MELLITUS__NONINSULIN-DEPENDENT__NIDDM"
"IRS2","IRS2","AMPL11701821",293,277,470,560,407,368,558,606,0,"insulin_receptor_substrate_2","6126","8660","209184_s_at,209185_s_at","."
"ISCA1","ISCA1","AMPL14718879",149,176,138,141,158,138,126,135,0,"iron-sulfur_cluster_assembly_1","28660","81689","209273_s_at,209274_s_at,221425_s_at","."
"ISCA2","ISCA2","AMPL21685826",297,260,334,298,337,304,183,378,0,"iron-sulfur_cluster_assembly_2","19857","122961","226007_at","."
"ISCU","ISCU","AMPL21286674",665,730,487,462,674,689,675,764,0,"iron-sulfur_cluster_assembly_enzyme","29882","23479","209075_s_at","MYOPATHY_WITH_LACTIC_ACIDOSIS__HEREDITARY__HML"
"ISG15","ISG15","AMPL29682613",1797,1807,9187,8260,6581,4744,7997,9333,0,"ISG15_ubiquitin-like_modifier","4053","9636","205483_s_at","."
"ISG20","ISG20","AMPL11176693",207,228,970,810,704,476,1025,1071,0,"interferon_stimulated_exonuclease_gene_20kDa","6130","3669","204698_at,33304_at","."
"ISG20L2","ISG20L2","AMPL13886042",234,196,264,268,268,217,401,354,0,"interferon_stimulated_exonuclease_gene_20kDa-like_2","25745","81875","208114_s_at,212766_s_at","."
"ISL2","ISL2","AMPL34400876",27,21,48,48,36,24,54,28,0,"ISL_LIM_homeobox_2","18524","64843","232352_at","."
"ISLR","ISLR","AMPL21133416",19,13,6,6,16,10,7,2,0,"immunoglobulin_superfamily_containing_leucine-rich_repeat","6133","3671","207191_s_at","."
"ISOC1","ISOC1","AMPL33900634",67,75,61,66,60,47,93,101,0,"isochorismatase_domain_containing_1","24254","51015","218170_at","."
"ISOC2","ISOC2","AMPL4818844",238,247,197,147,216,180,187,167,0,"isochorismatase_domain_containing_2","26278","79763","218893_at","."
"ISPD","ISPD","AMPL3254290",6,9,6,9,17,27,12,23,0,"isoprenoid_synthase_domain_containing","37276","729920",".","MUSCULAR_DYSTROPHY-DYSTROGLYCANOPATHY__CONGENITAL_WITH_BRAIN_AND_EYE"
"IST1","IST1","AMPL25142867",471,510,542,532,560,574,486,699,0,"increased_sodium_tolerance_1_homolog__yeast","28977","9798","1562848_at,200851_s_at","."
"ISYNA1","ISYNA1","AMPL31791486",14,8,9,5,11,8,11,14,0,"inositol-3-phosphate_synthase_1","29821","51477","222240_s_at,228552_s_at,229324_x_at","."
"ITCH","ITCH","AMPL15095512",216,237,204,192,217,209,195,168,0,"itchy_E3_ubiquitin_protein_ligase","13890","83737","209743_s_at,209744_x_at,217094_s_at,235057_at,239101_at","AUTOIMMUNE_DISEASE__SYNDROMIC_MULTISYSTEM"
"ITFG1","ITFG1","AMPL13939654",298,352,197,203,351,387,403,442,0,"integrin_alpha_FG-GAP_repeat_containing_1","30697","81533","1556151_at,221449_s_at,227191_at,238775_at,239044_at","."
"ITFG2","ITFG2","AMPL32975417",122,141,173,157,161,179,108,137,0,"integrin_alpha_FG-GAP_repeat_containing_2","30879","100507424,55846","214148_at,220589_s_at,220590_at,226295_at","."
"ITFG3","ITFG3","AMPL14156857",152,131,91,75,152,119,66,76,0,"integrin_alpha_FG-GAP_repeat_containing_3","14163","83986","224749_at","."
"ITGA1","ITGA1","AMPL16804820",22,22,13,16,40,30,16,14,0,"integrin__alpha_1","6134","3672","1560359_at,214660_at,226731_at","."
"ITGA11","ITGA11","AMPL28379",58,50,13,13,62,28,6,13,0,"integrin__alpha_11","6136","22801","1554819_a_at,222899_at","."
"ITGA2","ITGA2","AMPL11307709",302,400,346,285,453,428,233,287,0,"integrin__alpha_2__CD49B__alpha_2_subunit_of_VLA-2_receptor","6137","3673","205032_at,227314_at","."
"ITGA3","ITGA3","AMPL29983563",1309,1496,924,962,1648,1689,593,600,0,"integrin__alpha_3__antigen_CD49C__alpha_3_subunit_of_VLA-3_receptor","6139","3675",".","INTERSTITIAL_LUNG_DISEASE__NEPHROTIC_SYNDROME__AND_EPIDERMOLYSIS_BULLOSA_"
"ITGA5","ITGA5","AMPL8033141",282,318,282,236,354,291,191,216,0,"integrin__alpha_5__fibronectin_receptor__alpha_polypeptide","6141","3678","201389_at","."
"ITGA6","ITGA6","AMPL3657029",209,197,106,103,182,192,120,113,0,"integrin__alpha_6","6142","3655","201656_at,215177_s_at","EPIDERMOLYSIS_BULLOSA_JUNCTIONALIS_WITH_PYLORIC_ATRESIA"
"ITGAE","ITGAE","AMPL7847732",339,299,250,269,280,367,365,302,0,"integrin__alpha_E__antigen_CD103__human_mucosal_lymphocyte_antigen_1__alpha_polypeptide","6147","3682","205055_at","."
"ITGAM","ITGAM","AMPL3550541",17,14,4,11,14,19,14,9,0,"integrin__alpha_M__complement_component_3_receptor_3_subunit","6149","3684","205786_s_at","SYSTEMIC_LUPUS_ERYTHEMATOSUS__SUSCEPTIBILITY_TO__6__SLEB6"
"ITGAV","ITGAV","AMPL11307390",690,838,326,298,601,635,229,241,0,"integrin__alpha_V","6150","3685","202351_at","."
"ITGB1","ITGB1","AMPL7498658",2444,2521,1466,1428,2016,2365,1275,1258,0,"integrin__beta_1__fibronectin_receptor__beta_polypeptide__antigen_CD29_includes_MDF2__MSK12","6153","3688","1553530_a_at,1553678_a_at,211945_s_at,216178_x_at","."
"ITGB1BP1","ITGB1BP1","AMPL30449363",466,462,326,317,464,456,474,468,0,"integrin_beta_1_binding_protein_1","23927","9270","203336_s_at,203337_x_at,244319_at","."
"ITGB3","ITGB3","AMPL3868029",5,10,3,9,11,12,1,2,0,"integrin__beta_3__platelet_glycoprotein_IIIa__antigen_CD61","6156","3690","204625_s_at,204626_s_at,204627_s_at,204628_s_at,215240_at","BLEEDING_DISORDER__PLATELET-TYPE__16__BDPLT16,GLANZMANN_THROMBASTHENIA__GT,INTEGRIN__BETA-3__ITGB3"
"ITGB3BP","ITGB3BP","AMPL8828072",89,114,98,91,95,101,141,163,0,"integrin_beta_3_binding_protein__beta3-endonexin","6157","23421","205176_s_at","."
"ITGB4","ITGB4","AMPL3712156",91,74,39,23,62,60,16,34,0,"integrin__beta_4","6158","3691","204989_s_at,204990_s_at,211905_s_at,214292_at,229458_s_at","EPIDERMOLYSIS_BULLOSA_JUNCTIONALIS_WITH_PYLORIC_ATRESIA,EPIDERMOLYSIS_BULLOSA__JUNCTIONAL__NON-HERLITZ_TYPE"
"ITGB5","ITGB5","AMPL10133356",729,676,690,665,660,793,534,567,0,"integrin__beta_5","6160","3693","201124_at,201125_s_at","."
"ITGB6","ITGB6","AMPL4048673",7,14,6,0,15,19,2,4,0,"integrin__beta_6","6161","100505984,3694","208083_s_at,208084_at,226535_at,239517_at","."
"ITGB8","ITGB8","AMPL10468830",18,16,28,16,22,21,17,24,0,"integrin__beta_8","6163","3696","1563010_at,205816_at,211488_s_at,226189_at,242982_x_at","."
"ITM2B","ITM2B","AMPL37390687",1906,1912,1319,1143,2180,2150,1404,1618,0,"integral_membrane_protein_2B","6174","9445","217731_s_at,217732_s_at","CEREBRAL_AMYLOID_ANGIOPATHY__ITM2B-RELATED__1,CEREBRAL_AMYLOID_ANGIOPATHY__ITM2B-RELATED__2"
"ITM2C","ITM2C","AMPL14994184",238,185,204,248,267,354,163,183,0,"integral_membrane_protein_2C","6175","81618","221004_s_at","."
"ITPA","ITPA","AMPL15702524",427,425,446,505,490,444,556,595,0,"inosine_triphosphatase__nucleoside_triphosphate_pyrophosphatase","6176","3704","209171_at","INOSINE_TRIPHOSPHATASE_DEFICIENCY"
"ITPK1","ITPK1","AMPL2508406",288,262,298,261,282,284,205,256,0,"inositol-tetrakisphosphate_1-kinase","6177","3705","210197_at,210740_s_at,217710_x_at","."
"ITPKB","ITPKB","AMPL7844516",20,27,20,24,19,11,10,15,0,"inositol-trisphosphate_3-kinase_B","6179","3707","1554306_at,203723_at","."
"ITPKC","ITPKC","AMPL14843825",70,54,88,92,69,85,71,61,0,"inositol-trisphosphate_3-kinase_C","14897","80271","213076_at","KAWASAKI_DISEASE"
"ITPR1","ITPR1","AMPL3112844",17,21,28,7,18,23,8,12,0,"inositol_1_4_5-trisphosphate_receptor__type_1","6180","3708","203710_at,211323_s_at,216944_s_at","SPINOCEREBELLAR_ATAXIA_15__SCA15,SPINOCEREBELLAR_ATAXIA_29__SCA29"
"ITPR2","ITPR2","AMPL7847612",46,50,39,52,54,47,34,45,0,"inositol_1_4_5-trisphosphate_receptor__type_2","6181","3709","202660_at,202661_at,202662_s_at,211360_s_at","."
"ITPR3","ITPR3","AMPL8025226",63,61,69,50,67,70,32,38,0,"inositol_1_4_5-trisphosphate_receptor__type_3","6182","3710","201187_s_at,201188_s_at,201189_s_at,239542_at","."
"ITPRIPL2","ITPRIPL2","AMPL5626414",51,45,69,55,42,45,35,27,0,"inositol_1_4_5-trisphosphate_receptor_interacting_protein-like_2","27257","162073","1568619_s_at,227514_at,227792_at,227954_at,228074_at","."
"ITSN2","ITSN2","AMPL29820612",75,74,79,78,118,134,90,119,0,"intersectin_2","6184","50618","209898_x_at,209907_s_at,210545_at,242413_at","."
"IVD","IVD","AMPL11771419",37,45,40,32,46,48,26,37,0,"isovaleryl-CoA_dehydrogenase","6186","3712","203682_s_at,216958_s_at,225311_at","ISOVALERIC_ACIDEMIA__IVA"
"IVNS1ABP","IVNS1ABP","AMPL28549422",162,206,115,120,141,163,136,143,0,"influenza_virus_NS1A_binding_protein","16951","10625","201362_at,201363_s_at,206245_s_at","."
"IWS1","IWS1","AMPL33655086",310,321,363,285,272,313,670,698,0,"IWS1_homolog__S._cerevisiae","25467","55677","224768_at,224775_at","."
"JAG1","JAG1","AMPL1544343",640,660,901,908,999,945,618,793,0,",jagged_1","6188","182","209097_s_at,209098_s_at,209099_x_at,216268_s_at","ALAGILLE_SYNDROME_1__ALGS1,JAGGED_1__JAG1,TETRALOGY_OF_FALLOT__TOF"
"JAG2","JAG2","AMPL36559008",61,69,65,59,46,49,34,43,0,"jagged_2","6189","3714","209784_s_at,32137_at","."
"JAGN1","JAGN1","AMPL14969001",510,497,564,562,691,589,747,804,0,"jagunal_homolog_1__Drosophila","26926","84522","223104_at","."
"JAK1","JAK1","AMPL8376933",538,593,432,464,652,797,503,541,1,"Janus_kinase_1","6190","3716","1552610_a_at,1552611_a_at,201648_at","."
"JAK2","JAK2","AMPL29237409",26,16,31,31,30,26,48,42,1,"Janus_kinase_2","6192","3717","205841_at,205842_s_at","BUDD-CHIARI_SYNDROME__BDCHS,LEUKEMIA__ACUTE_MYELOID__AML,MYELOFIBROSIS,POLYCYTHEMIA_VERA__PV,THROMBOCYTHEMIA_3__THCYT3"
"JAKMIP3","JAKMIP3","AMPL2854794",85,77,94,81,83,59,56,44,0,"Janus_kinase_and_microtubule_interacting_protein_3","23523","282973","233076_at","."
"JAM3","JAM3","AMPL15818823",10,13,10,9,14,22,10,12,0,"junctional_adhesion_molecule_3","15532","83700","212813_at,231720_s_at,231721_at","HEMORRHAGIC_DESTRUCTION_OF_THE_BRAIN__SUBEPENDYMAL_CALCIFICATION_"
"JARID2","JARID2","AMPL27304084",52,32,44,45,32,60,28,36,0,"jumonji__AT_rich_interactive_domain_2","6196","3720","203297_s_at,203298_s_at,240674_at","."
"JAZF1","JAZF1","AMPL18176760",33,21,22,37,22,29,29,22,1,"JAZF_zinc_finger_1","28917","221895","225798_at,225800_at","."
"JHDM1D","JHDM1D","AMPL13939249",40,51,59,59,75,75,45,68,0,".",".",".",".","."
"JKAMP","JKAMP","AMPL32488759",313,338,251,190,273,272,317,333,0,"JNK1_MAPK8-associated_membrane_protein","20184","51528","223215_s_at,223547_at","."
"JMJD1C","JMJD1C","AMPL15733178",111,130,109,156,153,175,120,96,0,"jumonji_domain_containing_1C","12313","221037","221763_at,224933_s_at,228793_at,230007_at,241661_at","."
"JMJD4","JMJD4","AMPL36277679",71,96,118,94,86,71,67,87,0,"jumonji_domain_containing_4","25724","65094","218560_s_at,222671_s_at","."
"JMJD6","JMJD6","AMPL6146498",183,175,184,129,140,126,201,261,0,"jumonji_domain_containing_6","19355","23210","1552629_a_at,212722_s_at,212723_at,215233_at","."
"JMJD8","JMJD8","AMPL931723",176,200,215,218,213,161,105,167,0,"jumonji_domain_containing_8","14148","339123","224886_at","."
"JMY","JMY","AMPL34729850",36,27,24,24,22,31,25,33,0,"junction_mediating_and_regulatory_protein__p53_cofactor","28916","133746","226352_at,241985_at","."
"JOSD1","JOSD1","AMPL26641040",146,98,136,131,121,116,97,122,0,"Josephin_domain_containing_1","28953","9929","201751_at,229076_s_at,239912_at","."
"JOSD2","JOSD2","AMPL16149423",256,225,174,187,282,191,198,226,0,"Josephin_domain_containing_2","28853","126119","227096_at","."
"JRKL","JRKL","AMPL8371445",20,16,11,12,14,20,26,26,0,"jerky_homolog-like__mouse","6200","8690","1557790_at,206734_at","."
"JTB","JTB","AMPL13147935",1220,1221,1150,1059,1179,1133,1390,1529,0,"jumping_translocation_breakpoint","6201","10899","200048_s_at,210434_x_at,210927_x_at","."
"JUNB","JUNB","AMPL9054216",607,595,1189,1224,942,887,849,930,0,"jun_B_proto-oncogene","6205","3726","201473_at","."
"JUND","JUND","AMPL29692716",132,143,232,228,179,128,117,132,0,"jun_D_proto-oncogene","6206","3727","203751_x_at,203752_s_at,214326_x_at","."
"JUP","JUP","AMPL8197863",1212,1177,952,889,1044,966,499,560,0,"junction_plakoglobin","6207","3728","201015_s_at,205157_s_at,212236_x_at","ARRHYTHMOGENIC_RIGHT_VENTRICULAR_DYSPLASIA__FAMILIAL__12__ARVD12,NAXOS_DISEASE"
"KANK1","KANK1","AMPL26470207",94,52,95,93,75,76,110,95,0,"KN_motif_and_ankyrin_repeat_domains_1","19309","23189","213005_s_at,237162_at","CEREBRAL_PALSY__SPASTIC_QUADRIPLEGIC__2__CPSQ2"
"KANK2","KANK2","AMPL4651475",47,50,47,32,44,36,30,24,0,"KN_motif_and_ankyrin_repeat_domains_2","29300","25959","1569602_at,218418_s_at,221068_at","."
"KANSL2","KANSL2","AMPL30553424",181,182,198,203,122,150,222,184,0,"KAT8_regulatory_NSL_complex_subunit_2","26024","54934","221821_s_at","."
"KANSL3","KANSL3","AMPL6113335",26,22,28,25,21,28,20,12,0,"KAT8_regulatory_NSL_complex_subunit_3","25473","55683","1558652_at,220950_s_at,224318_s_at","."
"KARS","KARS","AMPL3476257",95,107,122,131,147,133,131,183,0,"lysyl-tRNA_synthetase","6215","3735","200079_s_at,200840_at","CHARCOT-MARIE-TOOTH_DISEASE__RECESSIVE_INTERMEDIATE_B__CMTRIB"
"KAT2A","KAT2A","AMPL36806559",138,148,255,214,153,127,110,149,0,"K_lysine__acetyltransferase_2A","4201","2648","202182_at","."
"KAT2B","KAT2B","AMPL27733081",46,42,24,17,49,42,17,30,0,"K_lysine__acetyltransferase_2B","8638","8850","203845_at,239585_at","."
"KAT5","KAT5","AMPL21584950",145,144,184,216,160,197,150,175,0,"K_lysine__acetyltransferase_5","5275","10524","206689_x_at,209192_x_at,214258_x_at","."
"KAT6A","KAT6A","AMPL13262438",154,145,162,153,117,155,105,84,0,"K_lysine__acetyltransferase_6A","13013","7994","202423_at,216361_s_at,226547_at","."
"KAT6B","KAT6B","AMPL12159251",46,35,25,22,27,36,16,18,0,"K_lysine__acetyltransferase_6B","17582","23522","1562236_at,211874_s_at,212452_x_at,212462_at,214496_x_at","GENITOPATELLAR_SYNDROME__GTPTS,OHDO_SYNDROME__SBBYS_VARIANT__SBBYSS"
"KAT7","KAT7","AMPL12850996",355,356,543,605,461,563,493,577,0,"K_lysine__acetyltransferase_7","17016","11143","200049_at","."
"KAT8","KAT8","AMPL22235778",52,71,87,68,47,55,80,89,0,"K_lysine__acetyltransferase_8","17933","84148","214885_at,221820_s_at","."
"KATNA1","KATNA1","AMPL13254192",57,47,64,52,65,76,96,119,0,"katanin_p60__ATPase_containing__subunit_A_1","6216","11104","205526_s_at","."
"KATNAL1","KATNAL1","AMPL1397360",70,70,68,54,60,89,41,27,0,"katanin_p60_subunit_A-like_1","28361","84056","223790_at,227713_at","."
"KATNAL2","KATNAL2","AMPL13980554",17,19,9,4,8,11,5,12,0,"katanin_p60_subunit_A-like_2","25387","83473","1554234_at,233644_at","."
"KATNB1","KATNB1","AMPL28351163",29,35,18,18,20,25,24,40,0,"katanin_p80__WD_repeat_containing__subunit_B_1","6217","10300","203162_s_at,203163_at","."
"KBTBD2","KBTBD2","AMPL31963076",133,204,193,191,180,158,159,156,0,"kelch_repeat_and_BTB__POZ__domain_containing_2","21751","25948","212447_at,223584_s_at,223585_x_at","."
"KBTBD3","KBTBD3","AMPL35809302",27,16,19,14,21,22,22,27,0,"kelch_repeat_and_BTB__POZ__domain_containing_3","22934","143879","228777_at","."
"KBTBD4","KBTBD4","AMPL30989339",125,109,157,159,143,148,166,207,0,"kelch_repeat_and_BTB__POZ__domain_containing_4","23761","55709","218569_s_at,218570_at,223765_s_at","."
"KBTBD7","KBTBD7","AMPL15005627",17,26,34,32,20,9,24,44,0,"kelch_repeat_and_BTB__POZ__domain_containing_7","25266","84078","223412_at,229298_at,229970_at","."
"KCMF1","KCMF1","AMPL30781651",880,1013,766,836,1058,1087,969,948,0,"potassium_channel_modulatory_factor_1","20589","56888","217938_s_at,222471_s_at,240430_at,242887_at","."
"KCNAB2","KCNAB2","AMPL9458464",30,43,33,24,33,17,8,20,0,"potassium_voltage-gated_channel__shaker-related_subfamily__beta_member_2","6229","8514","203402_at,211791_s_at","."
"KCNAB3","KCNAB3","AMPL27201390",15,14,9,12,13,16,10,9,0,"potassium_voltage-gated_channel__shaker-related_subfamily__beta_member_3","6230","9196","221413_at","."
"KCNC4","KCNC4","AMPL27763108",15,10,11,9,19,25,12,6,0,"potassium_voltage-gated_channel__Shaw-related_subfamily__member_4","6236","3749","208251_at,228436_at,235467_s_at","."
"KCND1","KCND1","AMPL30499103",14,18,15,12,20,12,3,7,0,"potassium_voltage-gated_channel__Shal-related_subfamily__member_1","6237","3750","206842_at","."
"KCNF1","KCNF1","AMPL11950931",120,125,230,204,123,131,152,181,0,"potassium_voltage-gated_channel__subfamily_F__member_1","6246","3754","210263_at","."
"KCNG1","KCNG1","AMPL11544229",22,14,12,7,13,18,6,9,0,"potassium_voltage-gated_channel__subfamily_G__member_1","6248","3755","211053_at,214595_at","."
"KCNH1","KCNH1","AMPL15774442",32,43,19,19,76,86,14,25,0,"potassium_voltage-gated_channel__subfamily_H__eag-related__member_1","6250","3756","207635_s_at","."
"KCNJ16","KCNJ16","AMPL18607687",17,22,6,4,9,10,3,5,0,"potassium_inwardly-rectifying_channel__subfamily_J__member_16","6262","3773","219564_at,222901_s_at","."
"KCNJ6","KCNJ6","AMPL11665247",41,27,26,33,18,29,14,12,0,"potassium_inwardly-rectifying_channel__subfamily_J__member_6","6267","3763","210454_s_at,232411_at","."
"KCNK1","KCNK1","AMPL9609652",102,80,110,84,74,85,138,151,0,"potassium_channel__subfamily_K__member_1","6272","3775","204678_s_at,204679_at","."
"KCNK5","KCNK5","AMPL7086684",16,9,15,10,9,10,7,5,0,"potassium_channel__subfamily_K__member_5","6280","8645","219615_s_at,240175_at","."
"KCNMB3","KCNMB3","AMPL16771369",7,11,3,13,7,6,13,23,0,"potassium_large_conductance_calcium-activated_channel__subfamily_M_beta_member_3","6287","27094","221125_s_at","."
"KCNN4","KCNN4","AMPL10682162",106,116,46,51,80,92,58,79,0,"potassium_intermediate_small_conductance_calcium-activated_channel__subfamily_N__member_4","6293","3783","204401_at","."
"KCNQ1OT1","KCNQ1OT1","AMPL20448340",197,169,152,175,206,217,145,133,0,"KCNQ1_opposite_strand_antisense_transcript_1__non-protein_coding","6295","101927338,10984","237249_at,243428_at,243435_at,244727_at","."
"KCNQ5","KCNQ5","AMPL9576409",7,12,12,7,7,14,6,4,0,"potassium_voltage-gated_channel__KQT-like_subfamily__member_5","6299","56479","223891_at,244623_at","."
"KCTD1","KCTD1","AMPL4061533",107,93,100,129,96,133,138,146,0,"potassium_channel_tetramerization_domain_containing_1","18249","284252","226245_at,226246_at,236057_at","SCALP-EAR-NIPPLE_SYNDROME__SENS"
"KCTD10","KCTD10","AMPL14702568",117,99,123,117,153,127,85,122,0,"potassium_channel_tetramerization_domain_containing_10","23236","83892","223208_at,226518_at","."
"KCTD11","KCTD11","AMPL3494183",28,32,51,45,40,36,29,29,0,"potassium_channel_tetramerization_domain_containing_11","21302","147040","235857_at","."
"KCTD12","KCTD12","AMPL34281392",8,4,14,9,11,12,6,6,0,"potassium_channel_tetramerization_domain_containing_12","14678","115207","212188_at,212192_at","."
"KCTD13","KCTD13","AMPL17183605",79,65,89,57,84,51,39,59,0,"potassium_channel_tetramerization_domain_containing_13","22234","253980","221889_at,45653_at","."
"KCTD15","KCTD15","AMPL2363905",289,288,414,385,415,322,243,321,0,"potassium_channel_tetramerization_domain_containing_15","23297","79047","218553_s_at,222664_at,222668_at,228683_s_at","."
"KCTD17","KCTD17","AMPL15289434",88,70,40,70,70,67,35,40,0,"potassium_channel_tetramerization_domain_containing_17","25705","79734","1554566_at,205561_at","."
"KCTD18","KCTD18","AMPL35057763",84,75,58,67,76,96,96,96,0,"potassium_channel_tetramerization_domain_containing_18","26446","130535","1553136_at,226493_at","."
"KCTD2","KCTD2","AMPL26043129",101,100,107,131,129,127,79,120,0,"potassium_channel_tetramerization_domain_containing_2","21294","101928375,23510","212564_at,34858_at","."
"KCTD20","KCTD20","AMPL18585842",101,107,134,170,136,190,148,153,0,"potassium_channel_tetramerization_domain_containing_20","21052","222658","214849_at,223176_at,228299_at","."
"KCTD21","KCTD21","AMPL19200242",30,34,22,31,31,28,30,49,0,"potassium_channel_tetramerization_domain_containing_21","27452","283219","229873_at","."
"KCTD3","KCTD3","AMPL31827299",313,345,286,279,292,362,410,378,0,"potassium_channel_tetramerization_domain_containing_3","21305","51133","217894_at","."
"KCTD5","KCTD5","AMPL32500727",187,165,215,254,257,233,158,193,0,"potassium_channel_tetramerization_domain_containing_5","21423","54442","218474_s_at,222645_s_at","."
"KCTD6","KCTD6","AMPL1782178",73,68,107,116,58,65,152,180,0,"potassium_channel_tetramerization_domain_containing_6","22235","200845","238001_at,238077_at","."
"KCTD7","KCTD7","AMPL16876448",20,27,26,21,32,17,21,9,0,"potassium_channel_tetramerization_domain_containing_7","21957","154881,27342","1553717_at,1555569_a_at,213474_at,218310_at","EPILEPSY__PROGRESSIVE_MYOCLONIC_3__WITH_OR_WITHOUT_INTRACELLULAR_INCLUSIONS_"
